Name,Text
FTD QUALIFIER 12.3,"FTD QUALIFIER 12.3
2012 French Throwdown Qualifier WOD #3
For Time
10 Overhead Squats (43/20 kg)
20 Hang Cleans (43/20 kg)
30 Front Squats (43/20 kg)
40 Wall Ball Shots (9/6 kg)
100 Double-Unders
Time Cap: 8 minutes"
THE PROGRM MASH WEEK 51 2021,"THE PROGRM MASH WEEK 51 2021
by John Singleton
For time:

50 cal row

40 A jumps

30 Sand bag cleans 60/45kg

20 BMU / Burpee Pull Ups

5 II HSPU / Push-ups

5 Min Rest

For time:

21-15-9

Cal Echo bike

TTB / Hanging leg raises

5 Min Rest

For time:

5 II HSPU / Push-ups

20 BMU / Burpee Pull Ups

30 Sand bag cleans

40 A jumps

50 cal row

If you have use a weight vest for the A-jumps.

The sandbag cleans are to the shoulder, full extension at the top (like a power clean)."
OROGRAPHIC CLOUDS,"OROGRAPHIC CLOUDS
Ham Plan WOD
For Total Meters in 17 minutes 40 seconds
5 Rounds of:
1:40 minute Row
20 second Rest
Rest 2 minutes
4 Rounds of:
1:40 minute Row
20 second Rest"
(GYM)WOD #93,"(GYM)WOD #93
by Heather Black
10-9-8-7-6-5-4-3-2-1
Romanian deadlift
bent over row
hang power clean
front squat
push press
reverse lunge, each
barbell rollout"
ONE ZONE HOME WOD 6,"ONE ZONE HOME WOD 6
CrossFit One Zone Home WOD
AMRAP in 20 minutes
5 V-Ups
10 Push-Ups
15 Air Squats
10 Bench Dips
5 Supermans"
220118-MAYHEM,"220118-MAYHEM
Mayhem Daily WOD
AMRAP in 9 minutes
1 Wall Walk
30 Double-Unders
20 Hollow Rocks
3 Wall Walks
30 Double-Unders
20 Hollow Rocks
5 Wall Walks

Continue to keep Double-Unders and Hollow Rocks the same rep scheme and add 2 Wall Walks after every round."
RUPAUL,"RUPAUL
OUTAthletics Tribute WOD
For Time
1 mile Run
75 Air Squats
75 Russian Twists
74 Medicine Ball Lunges (20/14 lb)
800 meter run
50 Air Squats
50 Russian Twists
50 Medicine Ball Lunges (20/14 lb)
400 meter Run
25 Air Squats
25 Russian Twists
25 Medicine Ball Lunges (20/14 lb)
Then, 2 Rounds of:
10 Burpees
25 meter Bear Crawl
25 meter Crab Walk"
FRANTASY LAND,"FRANTASY LAND
2019 Torian Pro Qualifier WOD #3 (aka: ""TP Qualifier 19.3"")
AMRAP in 12 minutes 29 seconds
21-15-9 reps of:
Thrusters (42.5/30 kg)
Pull-Ups

15-12-9 reps of:
Thrusters (52.5/35 kg)
Chest-to-Bar Pull-Ups

12-9-6 reps of:
Thrusters (62.5/42.5 kg)
Bar Muscle-Ups"
(HOME)WORK #21,"(HOME)WORK #21
by Heather Black
100-80-60-40-20
sit ups
50-40-30-20-10
squats
25-20-15-10-5
push ups
first round = 100 sit ups, 50 squats, 25 push ups
second round = 80 sit ups, 40 squats, 20 push ups
etc."
PANGANI & LUMI,"PANGANI & LUMI
Ham Plan WOD
For Time
1,000/800 meter Row
40 Box Step-Ups (30/24 in)
750/600 meter Row
30 Box Jump Overs (30/24 in)
500/400 meter Row
20 Box Step-Ups (30/24 in)
300/225 meter Row
10 Box Jump Overs (30/24 in)
Time Cap: 20 minutes"
(GYM)WOD #117,"(GYM)WOD #117
by Heather Black
5 rounds
4 minute AMRAP
10 romanian deadlifts
15 sumo squats
20 glute bridges
after each 4 minute AMRAP, 1 minute AMRAP of:
1: Russian twists
2: flutter kicks
3: alternating v-ups
4: plank hip dips
5: side plank crunches (switch sides at :30)
1 minute rest between AMRAPs"
LIVING ROOM MASH 42,"LIVING ROOM MASH 42
Home WOD by WOD Roulette
10 Rounds for Time
30 V-Ups
10 Weighted Lunges
10 Shoulder-to-Overheads
10 Deadlifts
Use whatever equipment available."
DANIEL O’CALLAGHAN,"DANIEL O’CALLAGHAN
555 Fitness Hero WOD
For Time
Buy-In:
100 Double-Unders
20 Cleans (135/95 lb)
20 Shoulder-to-Overheads (135/95 lb)
20 Clean-and-Jerks (135/95 lb)
Cash-Out:
100 Double-Unders"
LIVING ROOM MASH 43,"LIVING ROOM MASH 43
Home WOD by WOD Roulette
21-15-9 Reps for Time
Handstand Push-Ups
Chair Dips
Push-Ups"
BODY SNATCHER,"BODY SNATCHER
by Luke Downing
10-20-30-40-50 reps
KB Alt Arm Snatch (20/12kg)

*After each round
10 Bell Over Burpees
30 Air Squats"
290421,"290421
by WeightvestWOD
For time:
400m run
15 deadlifts
15 squat snatches
400m run
12 deadlifts
12 squat snatches
400m run
9 deadlifts
9 squat snatches
400m run
6 deadlifts
6 squat snatches"
THE OLYMPIAN,"THE OLYMPIAN
by Juan Jimenez
For Time
10-9-8-7-6-5-4-3-2-1 Clean-and Jerks (225/145 lb)
1-2-3-4-5-6-7-8-9-10 Ring Muscle-Ups"
300421,"300421
by WeightvestWOD
10 rounds for time:
2 burpees over DB
4 DB devil presses
6 burpees over DB
8 DB hang clean and jerks (alt.)"
(GYM)WOD #127,"(GYM)WOD #127
by Heather Black
4 rounds
(:45 work/:15 rest)
sumo squat to wide-stance RDL
narrow squat (heels elevated)
romanian deadlift (toes elevated)
split squat pulses, left
split squat pulses, right
1 minute total rest between rounds"
FULL BODY #11,"FULL BODY #11
NCFit Full Body WOD #11
AMRAP in 24 minutes
1 minute Max Air Squats
1 minute Max Dumbbell Swings (50/35 lb)
1 minute Max Double-Unders
1 minute Max Dumbbell Double Squat Thrusters (50/35 lb)
1 minute Rest"
THREE TWO ONE,"THREE TWO ONE
2018 French Throwdown Qualifier WOD #3 (aka: ""FTD Qualifier 18.3"")
For Time
3 Rounds of:
30 Toes-to-Bars
30 Wall Ball Shots (9/6 kg)
Then, 2 Rounds of:
20 Chest-to-Bar Pull-Ups
20 Handstand Push-Ups
Finally, 1 Round of:
10 Bar Muscle-Ups
Time Cap: 20 minutes"
DAN URC,"DAN URC
by Trent Simmons
1 Round For Time:
40 Calorie Echo Bike
80 Thrusters 75/55
40 Calorie Echo Bike

*For every break on the Thrusters a penalty of 10 Burpee Box Jumps must be completed before continuing."
080222,"080222
by WeightvestWOD
For time:
10-8-6-4-2 reps of
Bar muscle ups
DB snatches (alt.)
Cal. ski"
ERG DUATHLON,"ERG DUATHLON
The Box Programming WOD
For Time
10,000 meter Row
40,000 meter Bike Erg
5,000 meter Row"
BLANCHARD (SAPPER),"BLANCHARD (SAPPER)
British Hero WOD
AMRAP in 15 minutes
3 Ground-to-Overheads (70/50 kg)
Then, 3 Rounds of:
5 Pull-Ups
10 Push-Ups
15 Air Squats
30 Double-Unders"
GRADDY,"GRADDY
CrossFit Delta Fox Memorial WOD
AMRAP in 28 minutes
Buy-In: 91 Burpees
In the remaining time, AMRAP of:
9 Handstand Push-Ups
10 Jump Squats"
1 ACE,"1 ACE
by Daniel Danao
3 Rounds for Time
1 Rope Climb (15 ft)
10 Power Cleans (135/95 lb)
1 Bar Muscle Up
10 Shoulders to Over Head (135/95 lb)
200m Run"
THOMAS MIGNIONE,"THOMAS MIGNIONE
555 Fitness Hero WOD
4 Rounds for Time
5 Squat Clean Thrusters (135/95 lb)
10 Burpees
20 Double-Unders"
301221,"301221
by WeightvestWOD
6 rounds for time:
9 dual DB thrusters
12 toes to bar
15/12 cal. ski"
GONE FISHING,"GONE FISHING
by Luke Downing
5 rounds
3 min AMRAP
24 KB Russian Swings (24/16kg)
12 Burpees
Max Cal Row

Rest 1 minute between rounds"
PMESP,"PMESP
CrossFit Anjos de Asfato Tribute WOD
For Time
15 Strict Handstand Push-Ups/Handstand Push-Ups
12 Bar Muscle-Ups/Chest-to-Bar Pull-Ups
1,831 meter Run
100 Kettlebell Swings (24/16 kg)
30 Box Jump Overs (24/20 in)"
COLONEL,"COLONEL
by Shannon Furey
8 Rounds for Time
10 Burpees
10 Bear Complexes (75/55 lb)
2 Muscle-Ups
200 meter Run

1 Bear Complex consists of: 1 Power Clean, 1 Front Squat, 1 Push Press, 1 Back Squat, and 1 Push Press"
STRONGMAN’S WIND,"STRONGMAN’S WIND
2019 Brazil CrossFit Championship Sanctional WOD #4 (aka: ""BCC Sanctional 19.4"")
For Time
40 calorie Bike Erg
12 meter Farmer's Carry (91/61 kg)
80 Double-Unders
12 meter Farmer's Carry (91/61 kg)
40 calorie Bike Erg
12 meter Bear Hug Carry (80/60 kg)
80 Double-Unders
12 meter Bear Hug Carry (80/60 kg)
16 meter Run
Time Cap: 8 minutes"
LET’S GO CHAMP,"LET’S GO CHAMP
Built by Novo CrossFit Memorial WOD
For Time
Buy-In: 710 meter Row

8 Rounds of:
15 seconds Clapping
11 Deadlifts (80/45 kg)
11 Bar Over Burpees
10 Goblet Squats (24/15 kg)

Buy-Out: 710 meter Row"
DAVID FONTANA,"DAVID FONTANA
555 Fitness Hero WOD
For Time
100 Double-Unders
50 Squat Clean Thrusters (65/45 lb)
25 Box Jumps (30/24 in)"
ELM STREET,"ELM STREET
NCFIT Halloween WOD
2 Rounds for Time
10 Devil Presses (2x50/35 lb)
400 meter Run
31 Dumbbell Sumo Cleans (2x50/35 lb)
300 meter Run
31 Dumbbell Floor Presses (2x50/35 lb)
200 meter Run
31 Dumbbell Front Squats (2x50/35 lb)
100 meter Run
10 Devil Presses (2x50/35 lb)
Rest 2 minutes"
MADDOX,"MADDOX
Brutal Fun Fitness Memorial WOD
AMRAP in 21 minutes
10 Burpees
3 Rope Climbs
19 Deadlifts (210/145 lb)"
MENTALLY SEVENTY,"MENTALLY SEVENTY
by David Scharff
70 cal air bike
70 burpees
70 hang clusters @95/65
70 toes to bar
70 box jumps
cap: 37 min"
(GYM)WOD #9,"(GYM)WOD #9
by Heather Black
30 minute AMRAP
3 burpees
6 calorie bike
9 ring rows
12 push ups
15 v-ups
18 calorie row"
JOSEPH HUNTER,"JOSEPH HUNTER
555 Fitness Hero WOD
EMOM For As Long As Possible
Death By Squats
1 Squat (70% of 1 Rep Max)
2 Squats (70% of 1 Rep Max)
3 Squats (70% of 1 Rep Max)"
HAMMER DRILL,"HAMMER DRILL
Ham Plan WOD
For Time
400 meter Run
30 Hang Power Cleans (185/125 lb)
800 meter Run
30 Push Jerks (185/125 lb)
400 meter Run"
SNOWLESS EVE,"SNOWLESS EVE
by Jeff McBride
5 Rounds for Time
- 1000 Meter Row
- 100 Double-Unders
- 10 Burpees
- 1 Minute Plank"
150322,"150322
by WeightvestWOD
For time:
21-15-9
Ring dips
Power cleans"
160322,"160322
by WeightvestWOD
3 rounds for time:
21 deadlifts
15 pullups
9 front squats"
THE PROGRM MASH WEEK 17,"THE PROGRM MASH WEEK 17
by John Singleton
For time:
15/10 Strict RMU
Time cap: 3 min
At min 4:
10 rounds for time:
5 Front Squat 40/25kg
35 Double-unders
5 STOH 40/25kg
Time cap: 10 min
At min 16:
10 – 8 – 6 – 4 – 2 reps for time:
Deficit HSPU 6/4in
5 – 4 – 3 – 2 – 1
Rope climbs
Time cap: 10 min
At min 28:
4 rounds for time:
50m Walking lunge
400m Run
20 Box jumps 20in M/F"
LOVESEAT PILLOW,"LOVESEAT PILLOW
by Pete Marjamaa
20 Rounds for Time
1 Cluster (225/145 lb)
4 Burpee Box Jump Overs (30/24 in)"
RUCK AT HOME WOD #7,"RUCK AT HOME WOD #7
GoRuck At Home Series WOD
2 Rounds for Time
400 meter Run
20 Rucksack Up Downs (30/20 lb)
30 Rucksack Front Squats (30/20 lb)
400 meter Run
20 Rucksack Cleans (30/20 lb)
20 Rucksack Ground-to-Overheads (30/20 lb)"
TAPDANCE,"TAPDANCE
by David Scharff
8 rounds of
20 freestanding shoulder taps
10 pistol squats"
POITRAS,"POITRAS
CrossFit Southie Memorial WOD
AMRAP in 31 minutes
Buy-in: 42 calorie Assault Bike

Then, AMRAP in remaining time of:
7 Strict Pull-Ups
4 Deadlifts (335/225 lb)
18 Push-Ups
400 meter Run (every other round carry a Sandbag (48/36 lb))"
"MARTIN LUTHER KING, JR.","MARTIN LUTHER KING, JR.
by Mark Nolan
2 Rounds for Time
19 Wall Ball Shots (20/14 lb, 10/9 ft)
29 Strict Pull-Ups
39 calorie Row
39 Lateral Jumps (over the rower)
19 Man Makers (2x25/20 lb)
68 Toes-to-Rings

Time Cap: 34 minutes"
1945,"1945
Steel City CrossFit Tribute WOD
For Time
45 Left-Arm Overhead Kettlebell Lunges (24/16 kg)
45 Toes-to-Bars
45 Goblet Squats (24/16 kg)
45 Pull-Ups
45 Alternating Kettlebell Snatches (24/16 kg)
45 calorie Row
45 Right-Arm Overhead Kettlebell Lunges (24/16 kg)"
(GYM)WOD #21,"(GYM)WOD #21
by Heather Black
20 minute AMRAP
25 calorie row
20 sit ups
15 goblet squats
10 dumbbell snatch, left
10 dumbbell snatch, right"
VALLES,"VALLES
CrossFit Hutto Memorial WOD
For Time
Buy-In: 31 Push-Ups
Directly into, 4 Rounds of:
7 Dumbbell Thrusters (2x50/35 lb)
4 Dumbbell Snatches (50/35 lb, each arm)
20 Box Jumps (24/20 in)
20 Burpees
Buy-Out: 31 Push-Ups
Time Cap: 27 minutes"
GONZALEZ,"GONZALEZ
Hyrox Workout of the Week
EMOM for 30 minutes
Minute 1: 15 Wall Ball Shots (20/14 lb)
Minute 2: 15 calorie Ski Erg
Minute 3: 10 Singe Arm Devil Presses (53/35 lb)
Minute 4: 200 meter Run
Minute 5: Rest

Repeat 6x"
140222,"140222
by WeightvestWOD
AMRAP 12:
6 power snatches
9 ring dips
12 pullups"
(GYM)WOD #27,"(GYM)WOD #27
by Heather Black
5 minute AMRAPs
0:00-5:00
12 calorie row
12 box jumps
5:00-10:00
12 wall balls
12 pull ups
10:00-15:00
12 kettlebell snatch
12 v-ups
15:00-20:00
12 kettlebell swings
12 mountain climbers (R+L = 1 rep)"
OUTSIDE THE BOX #2,"OUTSIDE THE BOX #2
Limited Equipment WOD by @3kings_athletics
4 Rounds for Time
400 meter Run
25 Toes-to-Bars"
(GYM)WOD #31,"(GYM)WOD #31
by Heather Black
3 rounds
50 second wall sit
40 med ball Russian twists
30 wall ball sit ups
20 ball slams on wall, each side
10 med ball mountain climbers (R+L = 1 rep)"
ANTENNE GIGN GUYANE FRANCAISE,"ANTENNE GIGN GUYANE FRANCAISE
Cross Opps France Tribute WOD
For Time
2,000 meter Run
10 Pull-Ups
20 Burpees
30 AbMat Sit-Ups
40 Squat Jumps
50 Push-Ups
40 Squat Jumps
30 AbMat Sit-Ups
20 Burpees
10 Pull-Ups
2,000 meter Run"
SPUD GUN,"SPUD GUN
by Luke Downing
For Time
5 KB Taters
200m Run
10 KB Taters
400m Run
15 KB Taters
600m Run
20 KB Taters
800m Run
25 KB Taters
1000m Run
20 KB Taters
800m Run
15 KB Taters
600m Run
10 KB Taters
400m Run
5 KB Taters
200m Run"
THRUST IN YOURSELF,"THRUST IN YOURSELF
2016 Fittest in Cape Town WOD #1 (aka: ""FiCT Qualifier 16.1"")
AMRAP in 9 minutes
Part A
From 0:00-6:00, AMRAP of:
6 Thrusters (35/25 kg)
6 Toes-to-Bars
Part B
From 6:00-9:00, establish:
1 rep max Snatch"
LOOSE ENDS,"LOOSE ENDS
by Lisa Reither
For Time
100 Double-Unders
75 Box Jump Overs (24/20 in)
50 Deadlifts (95/65 lb)
25 Handstand Push-Ups
50 Deadlifts (95/65 lb)
75 Box Jump Overs (24/20 in)
100 Double-Unders"
MOJITO,"MOJITO
Coach Creation WOD
For Time
30 Overhead Squats (95/65 lb)
30 Thrusters (95/65 lb)
30 Back Squats (95/65 lb)
30 Power Cleans (95/65 lb)
30 Push Jerks (95/65 lb)"
ONE ZONE HOME WOD 31,"ONE ZONE HOME WOD 31
CrossFit One Zone Home WOD
5 Rounds for Time
10 Bulgarian Split Squats + 10 second Hold (Right)
10 Bulgarian Split Squats + 10 second Hold (Left)
20 second Oblique Dips + 20 second Hold (Right)
20 second Oblique Dips + 20 second Hold (Left)
10 Single Leg Deadlifts (2x50/35 lb, Right)
10 Single Leg Deadlifts (2x50/35 lb, Left)
20 Supermans"
WALL WALK / BALL SLAM / EVIL WHEELS,"WALL WALK / BALL SLAM / EVIL WHEELS
by John Welbourn
For Time
100 Wall Walks
100 Ball Slams (40/30 lb)
100 Barbell Roll Outs
Partition in any way."
ANTHONY JOVIC,"ANTHONY JOVIC
555 Fitness Hero WOD
For Time
20 Back Squats (225/155 lb)
20 Box Jumps (24/20 in)
20 Push Presses (155/105 lb)
20 Handstand Push-Ups"
050621,"050621
by WeightvestWOD
AMRAP 22:
1 rope climb
3 squat cleans
5 handstand pushups
7 pullups
9 air squats"
FANNIE LOU HAMMER,"FANNIE LOU HAMMER
Iron Roots Athlete Memorial WOD
AMRAP in 15 minutes
Every 3 minutes, AMRAP of:
10 Hang Cleans (95/65 lb)
6 Thrusters (95/65 lb)
16 Lateral Bar Hops
Rest 3 minutes"
FULL BODY #26,"FULL BODY #26
NCFit Full Body WOD #26
Two 7-minute AMRAPs in 15 minutes
From 0:00-7:00, AMRAP of:
7 Dumbbell Hang Power Cleans (2x50/35 lb)
14 V-Ups
21 Double-Unders
Rest 1 minute
From 8:00-15:00, AMRAP of:
7 Dumbbell Hang Power Cleans (2x50/35 lb)
14 V-Ups
21 Double-Unders"
(GYM)WOD #44,"(GYM)WOD #44
by Heather Black
4 rounds for time:
500m row
15 push ups
20 squats
25 sit ups
400m run"
ANTIPOLIS HOME WOD 46,"ANTIPOLIS HOME WOD 46
CrossFit Antipolis Home WOD
4 Rounds for Time
10 Plank Rows (50/35 lb, each side)
10 Skull Crushers (50/35 lb)
10 Bulgarian Split Squats
10 Single-Leg Romanian Deadlifts (50/35 lb)"
SABREY DENNES,"SABREY DENNES
Memorial WOD
With a Running Clock in 40 minutes
Every 2 minutes on the minute for 3 rounds, complete:
28 Burpees
Rest 1 minute
Every 2 minutes on the minute for 3 rounds, complete:
28 Dumbbell Thrusters (2x50/35 lb)
Rest 1 minute
Every 2 minutes on the minute for 3 rounds, complete:
28 Box Jumps (24/20 in)
Rest 1 minute
Every 2 minutes on the minute for 3 rounds, complete:
28 Push-Ups
Rest 1 minute
Every 2 minutes on the minute for 3 rounds, complete:
28 Sit-Ups
Rest 1 minute
Then, AMRAP in 5 minutes of:
100 meter Sprint
5 Devil Presses (2x50/35 lb)"
VAULTZ,"VAULTZ
by Luke Downing
60 rounds
(Team 3)
2 Vault Overs (54’)
4 SB Thrusters (30/20kg)
6 Burpees"
DOUBLE DIP,"DOUBLE DIP
by David Scharff
Emom 10 min
Odd-6 ring dips + 6 feet elevated ring rows
Even-6 stationary dips + 1 (legless) rope climb"
THOMAS SABELLA,"THOMAS SABELLA
555 Fitness Hero WOD
For Time
20 Front Squats (185/115 lb)
400 meter Run
20 Back Squats (185/115 lb)
400 meter Run
20 Deadlifts (185/115 lb)
400 meter Run
5 minute Squat Hold"
THE PROGRM MASH WEEK 08,"THE PROGRM MASH WEEK 08
by John Singleton
The Unbroken

Min 0 – 4:
100 unbroken DU*
20/15 cal Ski Erg
20 BMU / 15 Burpee pull-ups

Min 6 – 10:
100 unbroken DU*
20/15 cal Assault Bike
20 Thrusters 30-60kg

Min 12 – 16:
100 unbroken DU*
200m Run
20 Front Squats 30-60kg

Min 18 – 22:
100 unbroken DU*
20/15 cal Row
20 Burpees over rower

Min 24 until finish:
100 unbroken DU*
20/15 cal Ski Erg
20 BMU / 15 Burpee pull-ups
20/15 cal Assault Bike
20 Thrusters 30-60kg
200m Run
20 Front Squats 30-60kg
20/15 cal Row
20 Burpees over rower"
MORON,"MORON
by Jeff McBride
AMRAP 30
- 25 Double-Unders
- 10 DB Box Step Overs 50/35
- 5 Strongman Bag Cleans 150/100
- 1++ (increase 1 rep per round) Devil Press 50/35"
200521,"200521
by WeightvestWOD
E2MOM 20:
15 Thrusters
30 Double unders"
ROYGBIV,"ROYGBIV
Ham Plan June Challenge WOD
For Time
600 meter Run
20 Overhead Squats (155/105 lb)
400 meter Yoke Walk (unloaded)
20 Ground-to-Overheads (155/105 lb)
40 Burpees
20 Inverted Burpees
60 V-Ups"
POLLEN PUSH,"POLLEN PUSH
by Jeff McBride
For Time
- 100 DB Bench Press 50/35
*Every break complete:
- 25M Strongman Bag Carry 150/100
- 35 Double-Unders"
TURTLE POWER,"TURTLE POWER
by Jeff McBride
Every 2:30 Minutes For As Long As Possible
A) - 30 Cal Rows
B) - 30 DB Bench Press 50/35"
MATTY,"MATTY
Memorial WOD for Matthew Daigle
For Time
Buy-In: 1,804 meter Run
Directly into:
80 Air Squats
12 Burpees
30 Sit-Ups
85 Double-Unders
31 Dips
3 Bar Muscle-Ups
22 Push-Ups
17 Lunges (each leg)
66 Jumping Jacks
Cash-Out: 439 meter Odd Object Carry"
PATRICIA,"PATRICIA
The Grinder, CrossFit Operations Order #5
For Time (in a Team of 8)
1.5 km Run (each)
200 Burpee Pull-Ups
400 Jumping Ring Dips
40 Rope Climbs (15 ft)
1 min L-Sit (each)"
SANTA BRING MY BURPEE BACK,"SANTA BRING MY BURPEE BACK
by John Singleton
10 Rounds for Time
15/10 calorie Ski
10 Dumbbell Thrusters (2x22.5/15 kg)
35 Double-Unders
Rest 5 minutes
Then, AMRAP in 3 minutes of:
Burpee Muscle-Ups
Rest 5 minutes
Then, 10 Rounds for Time of:
15/10 calorie Assault Bike
10 Alternating Dumbbell Snatches (22.5/15 kg)
1 Legless Rope Climb/Rope Climb
Rest 5 minutes
Finally, AMRAP in 3 minutes of:
Burpee Box Jump Overs (24 in)"
JASON AND LANDEN,"JASON AND LANDEN
AKA: “A Good Samaritan” / CrossFit War Streets Memorial WOD
4 Rounds for Time (with a Partner)
376 meter Run (together)
39 American Kettlebell Swing (55/35 lb)
34 Burpee Box Jump Overs (30/24 in)"
(GYM)WOD #56,"(GYM)WOD #56
by Heather Black
for time:
1000m row
40 kettlebell swings
40 sit ups
750m row
30 kettlebell swings
30 sit ups
500m row
20 kettlebell swings
20 sit ups
250m row
10 kettlebell swings
10 sit ups"
FRANDANGO,"FRANDANGO
by Matthew Niles
21-15-9 Reps for Time
Thrusters (115/75 lb)
Chest-to-Bar Pull-Ups
400 meter Run (after each set)"
COMMANDER GARVALENA,"COMMANDER GARVALENA
Memorial WOD
For Time
Cash-In: 190 Double-Unders
Then, 3 Rounds of:
8 Dumbbell Thrusters (2x50/35 lb)
8 Devil Presses (2x50/35 lb)
8 Strict Handstand Push-Ups
190 Double-Unders
Cash-Out: 3,000 meter Run"
GREENLAND SHARK,"GREENLAND SHARK
Ham Plan WOD
For Time
800 meter Run
30 Snatches (75/55 lb)
800 meter Run
30 Snatches (95/65 lb)
800 meter Run
30 Snatches (115/75 lb)"
BARE COVE TRAVEL WOD 6,"BARE COVE TRAVEL WOD 6
Limited Equipment Workout by @rcfbarecove
For Time
5,000 meter Run
Every 800 meters, complete:
10 Burpees"
MEET LACTATE,"MEET LACTATE
2018 Swiss Alpine Battle Qualifier WOD #3 (aka: ""SAB Qualifier 18.3"")
AMRAP in 14 minutes
Part A
From 0:00-12:00, 1 round of:
10/8 calorie Row
30 Overhead Squats (30/20 kg)
10/8 calorie Row
25 Overhead Squats (40/30 kg)
10/8 calorie Row
20 Back Squats (60/45 kg)
10/8 calorie Row
15 Back Squats (80/60 kg)
10/8 calorie Row
10 Front Squats (100/75 kg)
10/8 calorie Row
5 Front Squats (120/85 kg)
Part B
AMRAP in 2 minutes of:
Toes-to-Bars"
THE PROGRM MASH WEEK 32,"THE PROGRM MASH WEEK 32
by John Singleton
For time:

3 rounds for time:
2 Rope climbs
200m Ski
20m Sandbag carry 60/45kg (Must be held at chest height)

5 min Rest

For time:
30 CTB
10m Back Rack Lunge 80/60kg

2 Min Rest

30 CTB
10m Front Rack Lunge 80/60kg

2 Min Rest

30 CTB
10m Overhead Walking Lunge 80/60kg

5 Min Rest

For Time:
21-15-9:
Cal Echo bike
Snatch 40/30kg

For the lunge reduce weight if needed. Use a weight you can do the 10m unbroken safely."
TTTTD58,"TTTTD58
by Max El-Hag
10 Rounds for Time
10 Thrusters (115/80 lb)
5 Bar Muscle-Ups
Time Cap: 15 minutes"
FIGOSKI,"FIGOSKI
NYPD Hero WOD
For Time
Buy-In: 2,200 meter Run

Directly into:
12 Squat Cleans (135/95 lb)
33 GHD Sit-Ups
12 Squat Cleans (135/95 lb)
64 Double-Unders
11 Squat Cleans (135/95 lb)

Cash-Out: 75 Bar Facing Burpees"
ONE ZONE HOME WOD 60,"ONE ZONE HOME WOD 60
CrossFit One Zone Home WOD
AMRAP in 12 minutes
200 meter Run
16 Alternating Jumping Lunges"
ANTIPOLIS HOME WOD 18,"ANTIPOLIS HOME WOD 18
CrossFit Antipolis Home WOD
Four Tabatas in 19 minutes
Tabata Ground-to-Overheads (2x50/35 lb)
Rest 1 minute
Tabata Single-Leg Romanian Deadlifts (2x50/35 lb)
Rest 1 minute
Tabata L-Sits
Rest 1 minute
Tabata Jumping Lunges"
BARE COVE TRAVEL WOD 22,"BARE COVE TRAVEL WOD 22
Limited Equipment Workout by @rcfbarecove
4 Rounds for Time
400 meter Run
50 Air Squats"
TTTTD59,"TTTTD59
by Max El-Hag
AMRAP in 12 minutes
6 Hang Power Snatches (95/65 lb)
6 Bar Facing Burpees
6 Overhead Squats (95/65 lb)
Directly after, establish:
1 rep max Hang Squat Clean-and-Jerk
The time window for this is equal to the number of rounds completed in the AMRAP."
MOVE IT OR LOSE IT,"MOVE IT OR LOSE IT
2019 Torian Pro Finals WOD #3 (aka: ""TP Finals 19.3"")
For Time
In 3 minutes, perform:
400 meter Row
9 Burpee Box Jump Overs (24/20 in)
Max Thrusters (45/30 kg)

Rest 1 minute between rounds. Repeat until 45 Thrusters are complete.

Time Cap: 15 minutes"
EAM,"EAM
CrossFit Lublin Memorial WOD
For Time
Buy-In: 1,918 meter Row

Directly into:
15 Power Snatches (70/45 kg)
4 Ring Muscle-Ups
301 Box Step-Overs (50 cm)
4 Bar Muscle-Ups
3 Legless Rope Climbs (4.5 m)

Buy-Out: 1,952 meter Row

Wear a Weight Vest (9/6 kg)"
SEND BACK,"SEND BACK
by David Scharff
6 rounds of
10 sandbag squats 150/70 lbs
10 jumping air squats
90 sec rest"
(GYM)WOD #72,"(GYM)WOD #72
by Heather Black
for time:
40 GHD sit ups
30 wall balls
20 power snatch
30 wall balls
40 GHD sit ups"
THE PROGRM MASH WEEK 11 2022,"THE PROGRM MASH WEEK 11 2022
by John Singleton
From the DB to the Barbell.

27-21-15 reps for time:
DB Burpees 2x 22.5/15kg
Knee to Elbows / Sit-ups

3 min rest

21-15-9 reps for time:
DB Power Cleans 2x 22.5/15kg
C2B / Pull-ups

3 min rest

15-9-3 reps for time:
DB Thrusters 2x 22.5/15kg
RMU / Burpee pull-ups

5 Min rest

27-21-15 reps for time:
Bar facing burpees
OHS 45/30kg

3 min rest

21-15-9 reps for time:
HSPU / Push-ups
Power Snatches 45/30kg

3 min rest

15-9-3 reps for time:
BMU / Jumping BMU
Hang Squat Snatches 45/30kg"
TTTTD14,"TTTTD14
by Max El-Hag
AMRAP in 12 minutes
60 Toes-to-Bars
50 Bar Facing Burpees
40 Deadlifts (225/155 lb)
30 Strict Handstand Push-Ups"
PLUTONIUM,"PLUTONIUM
Ham Plan WOD
For Time
21 Handstand Push-Ups
90 second Plank Hold
500/400 meter Row
15 Strict Handstand Push-Ups
90 second Plank Hold
500/400 meter Row
9 Deficit Handstand Push-Ups
90 second Plank Hold
500/400 meter Row"
LIVING ROOM MASH 54,"LIVING ROOM MASH 54
Home WOD by WOD Roulette
For Time
400 Double-Unders
300 Air Squats
200 Sit-Ups
100 Hand Release Push-Ups
50 Burpees"
MEAD,"MEAD
British Hero WOD for Nigel Mead
AMRAP (with a Partner) in 20 minutes
2 x 15 ft Rope Climb
100 meter Fireman Carry"
